Date : 2023-06-07 18:34:14
Directory : c:\Users\Fire and Ice\Documents\GitHub\frontend2\src
Total : 1322 files,  159544 codes, 12148 comments, 8730 blanks, all 180422 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\services\currency.service.spec.ts                                                                                   | TypeScript |         12 |          0 |          5 |         17 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\services\currency.service.ts                                                                                        | TypeScript |         43 |          9 |          5 |         57 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\services\dashboard\dashboard-service.service.spec.ts                                                                | TypeScript |         12 |          1 |          4 |         17 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\services\dashboard\dashboard.service.ts                                                                             | TypeScript |         21 |          3 |          8 |         32 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\services\recon-view.service.spec.ts                                                                                 | TypeScript |         12 |          0 |          5 |         17 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\services\recon-view.service.ts                                                                                      | TypeScript |        163 |         13 |         19 |        195 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\services\reconcile.service.spec.ts                                                                                  | TypeScript |         12 |          1 |          4 |         17 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\services\reconcile.service.ts                                                                                       | TypeScript |        304 |         27 |         35 |        366 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\services\remark.service.spec.ts                                                                                     | TypeScript |         12 |          0 |          5 |         17 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\services\remark.service.ts                                                                                          | TypeScript |         64 |          4 |         14 |         82 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\services\request-view.service.spec.ts                                                                               | TypeScript |         12 |          0 |          5 |         17 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\services\request-view.service.ts                                                                                    | TypeScript |         54 |          0 |         13 |         67 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\services\transaction-history-view.service.spec.ts                                                                   | TypeScript |         12 |          0 |          5 |         17 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\services\transaction-history-view.service.ts                                                                        | TypeScript |         51 |          9 |         20 |         80 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\services\upload\upload.service.spec.ts                                                                              | TypeScript |         12 |          1 |          4 |         17 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\User\services\upload\upload.service.ts                                                                                   | TypeScript |         84 |          6 |         10 |        100 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\app-routing.module.ts                                                                                                    | TypeScript |        373 |         23 |         49 |        445 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\app.component.css                                                                                                        | CSS        |         15 |          0 |          2 |         17 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\app.component.html                                                                                                       | HTML       |         35 |          5 |          4 |         44 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\app.component.spec.ts                                                                                                    | TypeScript |         31 |          0 |          5 |         36 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\app.component.ts                                                                                                         | TypeScript |        133 |         29 |         10 |        172 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\app.module.ts                                                                                                            | TypeScript |        312 |         17 |         34 |        363 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\components\exceptions\exceptions.component.css                                                                         | CSS        |          0 |          0 |          1 |          1 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\components\exceptions\exceptions.component.html                                                                        | HTML       |          8 |          0 |          0 |          8 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\components\exceptions\exceptions.component.spec.ts                                                                     | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\components\exceptions\exceptions.component.ts                                                                          | TypeScript |          8 |          0 |          3 |         11 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\components\home\footer\footer.component.css                                                                            | CSS        |          0 |          0 |          1 |          1 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\components\home\footer\footer.component.html                                                                           | HTML       |         13 |          4 |          0 |         17 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\components\home\footer\footer.component.spec.ts                                                                        | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\components\home\footer\footer.component.ts                                                                             | TypeScript |          9 |          0 |          2 |         11 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\components\home\header\header.component.css                                                                            | CSS        |         67 |          5 |          5 |         77 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\components\home\header\header.component.html                                                                           | HTML       |        422 |         24 |         49 |        495 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\components\home\header\header.component.spec.ts                                                                        | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\components\home\header\header.component.ts                                                                             | TypeScript |        867 |        126 |         30 |      1,023 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\components\home\home.component.css                                                                                     | CSS        |          4 |          0 |          1 |          5 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\components\home\home.component.html                                                                                    | HTML       |        782 |         48 |          9 |        839 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\components\home\home.component.spec.ts                                                                                 | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\components\home\home.component.ts                                                                                      | TypeScript |      1,078 |        657 |         75 |      1,810 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\components\home\leftside-menu\leftside-menu.component.css                                                              | CSS        |          8 |         16 |          0 |         24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\components\home\leftside-menu\leftside-menu.component.html                                                             | HTML       |        202 |        162 |         36 |        400 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\components\home\leftside-menu\leftside-menu.component.spec.ts                                                          | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\components\home\leftside-menu\leftside-menu.component.ts                                                               | TypeScript |         42 |        113 |         15 |        170 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\components\ip-users\ip-users.component.css                                                                             | CSS        |          0 |          0 |          1 |          1 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\components\ip-users\ip-users.component.html                                                                            | HTML       |          8 |          0 |          0 |          8 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\components\ip-users\ip-users.component.spec.ts                                                                         | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\components\ip-users\ip-users.component.ts                                                                              | TypeScript |          8 |          0 |          3 |         11 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\components\log-info\log-info.component.css                                                                             | CSS        |          0 |          0 |          1 |          1 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\components\log-info\log-info.component.html                                                                            | HTML       |          8 |          0 |          0 |          8 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\components\log-info\log-info.component.spec.ts                                                                         | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\components\log-info\log-info.component.ts                                                                              | TypeScript |          8 |          0 |          3 |         11 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\components\navigator-upper\navigator-upper.component.css                                                               | CSS        |          0 |          0 |          1 |          1 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\components\navigator-upper\navigator-upper.component.html                                                              | HTML       |          7 |          0 |          2 |          9 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\components\navigator-upper\navigator-upper.component.spec.ts                                                           | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\components\navigator-upper\navigator-upper.component.ts                                                                | TypeScript |         43 |          2 |          7 |         52 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\components\timeline\timeline.component.css                                                                             | CSS        |          0 |          0 |          1 |          1 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\components\timeline\timeline.component.html                                                                            | HTML       |          8 |          0 |          0 |          8 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\components\timeline\timeline.component.spec.ts                                                                         | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\components\timeline\timeline.component.ts                                                                              | TypeScript |          8 |          0 |          3 |         11 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\guards\roles_guard\role-admin.guard.spec.ts                                                                            | TypeScript |         12 |          0 |          5 |         17 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\guards\roles_guard\role-admin.guard.ts                                                                                 | TypeScript |         29 |          0 |          2 |         31 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\guards\roles_guard\role-student.guard.spec.ts                                                                          | TypeScript |         12 |          0 |          5 |         17 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\guards\roles_guard\role-student.guard.ts                                                                               | TypeScript |         29 |          0 |          2 |         31 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\guards\roles_guard\role-teacher-student.guard.spec.ts                                                                  | TypeScript |         12 |          0 |          5 |         17 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\guards\roles_guard\role-teacher-student.guard.ts                                                                       | TypeScript |         30 |          0 |          2 |         32 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\guards\roles_guard\role-teacher.guard.spec.ts                                                                          | TypeScript |         12 |          0 |          5 |         17 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\guards\roles_guard\role-teacher.guard.ts                                                                               | TypeScript |         29 |          0 |          2 |         31 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\c\loadScripts.ts                                                                                                         | TypeScript |         35 |          9 |          2 |         46 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\landing-page\landing-page-header\landing-page-header.component.css                                                       | CSS        |          0 |          0 |          1 |          1 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\landing-page\landing-page-header\landing-page-header.component.html                                                      | HTML       |          1 |          0 |          1 |          2 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\landing-page\landing-page-header\landing-page-header.component.spec.ts                                                   | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\landing-page\landing-page-header\landing-page-header.component.ts                                                        | TypeScript |          8 |          0 |          3 |         11 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\landing-page\landing-page.component.css                                                                                  | CSS        |          0 |          0 |          1 |          1 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\landing-page\landing-page.component.html                                                                                 | HTML       |        195 |         11 |         22 |        228 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\landing-page\landing-page.component.spec.ts                                                                              | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\landing-page\landing-page.component.ts                                                                                   | TypeScript |         20 |          1 |          3 |         24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\services\auth-service.service.spec.ts                                                                                    | TypeScript |         12 |          0 |          5 |         17 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\services\auth-service.service.ts                                                                                         | TypeScript |        247 |          9 |         15 |        271 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\services\util-service\util.service.spec.ts                                                                               | TypeScript |         12 |          0 |          5 |         17 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\services\util-service\util.service.ts                                                                                    | TypeScript |         20 |          0 |          3 |         23 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\utils_\animations.ts                                                                                                     | TypeScript |         13 |         11 |          2 |         26 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\utils_\chart_js\chart-utils.min.js                                                                                       | JavaScript |          1 |          1 |          0 |          2 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\utils_\interceptors\http-client-interceptor.ts                                                                           | TypeScript |         36 |          5 |          3 |         44 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\utils_\page-not-found\page-not-found.component.css                                                                       | CSS        |          0 |          0 |          1 |          1 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\utils_\page-not-found\page-not-found.component.html                                                                      | HTML       |         23 |         13 |          3 |         39 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\utils_\page-not-found\page-not-found.component.spec.ts                                                                   | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\utils_\page-not-found\page-not-found.component.ts                                                                        | TypeScript |         20 |          0 |          2 |         22 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\utils_\payloads\Add-assignment\assignment-payload-toAdd.ts                                                               | TypeScript |          7 |          0 |          1 |          8 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\utils_\payloads\Auth\check-subject-payload.ts                                                                            | TypeScript |          3 |          0 |          0 |          3 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\utils_\payloads\Auth\check-username-payload.ts                                                                           | TypeScript |          3 |          0 |          0 |          3 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\utils_\payloads\Auth\jwt-aut-response-payload.ts                                                                         | TypeScript |         12 |          0 |          0 |         12 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\utils_\payloads\Auth\login-payload.ts                                                                                    | TypeScript |          7 |          0 |          1 |          8 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\utils_\payloads\Auth\logout-payload.ts                                                                                   | TypeScript |          4 |          0 |          1 |          5 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\utils_\payloads\Auth\register-payload.ts                                                                                 | TypeScript |         11 |          0 |          0 |         11 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\utils_\payloads\Auth\subjects.payload.ts                                                                                 | TypeScript |          5 |          0 |          0 |          5 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\utils_\terms-and-conditions\terms-and-conditions.component.css                                                           | CSS        |          0 |          0 |          1 |          1 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\utils_\terms-and-conditions\terms-and-conditions.component.html                                                          | HTML       |        279 |          0 |         13 |        292 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\utils_\terms-and-conditions\terms-and-conditions.component.spec.ts                                                       | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\utils_\terms-and-conditions\terms-and-conditions.component.ts                                                            | TypeScript |          8 |          0 |          3 |         11 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\utils_\utils.ts                                                                                                          | TypeScript |          0 |         70 |          5 |         75 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\utils_\validators\cd_cr_validator.ts                                                                                     | TypeScript |         16 |          0 |          2 |         18 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\utils_\validators\greater_than_0_validator.ts                                                                            | TypeScript |         15 |          0 |          2 |         17 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\utils_\validators\password_match_validator.ts                                                                            | TypeScript |         16 |          1 |          2 |         19 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\app\utils_\validators\validator_password_strength.ts                                                                         | TypeScript |         13 |          7 |          7 |         27 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\jquery-3.6.3.min.js                                                                                            | JavaScript |          1 |          1 |          1 |          3 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\mukera.js                                                                                                      | JavaScript |          2 |         13 |          1 |         16 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\CHANGELOG.md                                                                                           | Markdown   |      2,612 |          0 |        440 |      3,052 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\icons\default\icons.min.js                                                                  | JavaScript |          1 |          0 |          0 |          1 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\langs\README.md                                                                             | Markdown   |          2 |          0 |          2 |          4 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\models\dom\model.min.js                                                                     | JavaScript |          1 |          3 |          0 |          4 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\plugins\advlist\plugin.min.js                                                               | JavaScript |          1 |          3 |          0 |          4 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\plugins\anchor\plugin.min.js                                                                | JavaScript |          1 |          3 |          0 |          4 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\plugins\autolink\plugin.min.js                                                              | JavaScript |          1 |          3 |          0 |          4 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\plugins\autoresize\plugin.min.js                                                            | JavaScript |          1 |          3 |          0 |          4 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\plugins\autosave\plugin.min.js                                                              | JavaScript |          1 |          3 |          0 |          4 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\plugins\charmap\plugin.min.js                                                               | JavaScript |          1 |          3 |          0 |          4 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\plugins\code\plugin.min.js                                                                  | JavaScript |          1 |          3 |          0 |          4 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\plugins\codesample\plugin.min.js                                                            | JavaScript |          1 |          3 |          0 |          4 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\plugins\directionality\plugin.min.js                                                        | JavaScript |          1 |          3 |          0 |          4 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\plugins\emoticons\js\emojiimages.js                                                         | JavaScript |          1 |          0 |          0 |          1 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\plugins\emoticons\js\emojiimages.min.js                                                     | JavaScript |          1 |          2 |          0 |          3 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\plugins\emoticons\js\emojis.js                                                              | JavaScript |          1 |          0 |          0 |          1 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\plugins\emoticons\js\emojis.min.js                                                          | JavaScript |          1 |          1 |          0 |          2 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\plugins\emoticons\plugin.min.js                                                             | JavaScript |          1 |          3 |          0 |          4 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\plugins\fullscreen\plugin.min.js                                                            | JavaScript |          1 |          3 |          0 |          4 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\plugins\help\plugin.min.js                                                                  | JavaScript |          1 |          3 |          0 |          4 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\plugins\image\plugin.min.js                                                                 | JavaScript |          1 |          3 |          0 |          4 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\plugins\importcss\plugin.min.js                                                             | JavaScript |          1 |          3 |          0 |          4 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\plugins\insertdatetime\plugin.min.js                                                        | JavaScript |          1 |          3 |          0 |          4 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\plugins\link\plugin.min.js                                                                  | JavaScript |          1 |          3 |          0 |          4 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\plugins\lists\plugin.min.js                                                                 | JavaScript |          1 |          3 |          0 |          4 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\plugins\media\plugin.min.js                                                                 | JavaScript |          1 |          3 |          0 |          4 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\plugins\nonbreaking\plugin.min.js                                                           | JavaScript |          1 |          3 |          0 |          4 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\plugins\pagebreak\plugin.min.js                                                             | JavaScript |          1 |          3 |          0 |          4 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\plugins\preview\plugin.min.js                                                               | JavaScript |          1 |          3 |          0 |          4 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\plugins\quickbars\plugin.min.js                                                             | JavaScript |          1 |          3 |          0 |          4 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\plugins\save\plugin.min.js                                                                  | JavaScript |          1 |          3 |          0 |          4 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\plugins\searchreplace\plugin.min.js                                                         | JavaScript |          1 |          3 |          0 |          4 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\plugins\table\plugin.min.js                                                                 | JavaScript |          1 |          3 |          0 |          4 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\plugins\template\plugin.min.js                                                              | JavaScript |          1 |          3 |          0 |          4 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\plugins\visualblocks\plugin.min.js                                                          | JavaScript |          1 |          3 |          0 |          4 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\plugins\visualchars\plugin.min.js                                                           | JavaScript |          1 |          3 |          0 |          4 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\plugins\wordcount\plugin.min.js                                                             | JavaScript |          1 |          3 |          0 |          4 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\skins\content\dark\content.min.css                                                          | CSS        |          1 |          0 |          1 |          2 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\skins\content\default\content.min.css                                                       | CSS        |          1 |          0 |          1 |          2 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\skins\content\document\content.min.css                                                      | CSS        |          1 |          0 |          1 |          2 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\skins\content\tinymce-5-dark\content.min.css                                                | CSS        |          1 |          0 |          1 |          2 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\skins\content\tinymce-5\content.min.css                                                     | CSS        |          1 |          0 |          1 |          2 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\skins\content\writer\content.min.css                                                        | CSS        |          1 |          0 |          1 |          2 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\skins\ui\oxide-dark\content.inline.min.css                                                  | CSS        |          1 |          0 |          1 |          2 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\skins\ui\oxide-dark\content.min.css                                                         | CSS        |          1 |          0 |          1 |          2 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\skins\ui\oxide-dark\skin.min.css                                                            | CSS        |          1 |          0 |          1 |          2 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\skins\ui\oxide-dark\skin.shadowdom.min.css                                                  | CSS        |          1 |          0 |          1 |          2 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\skins\ui\oxide\content.inline.min.css                                                       | CSS        |          1 |          0 |          1 |          2 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\skins\ui\oxide\content.min.css                                                              | CSS        |          1 |          0 |          1 |          2 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\skins\ui\oxide\skin.min.css                                                                 | CSS        |          1 |          0 |          1 |          2 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\skins\ui\oxide\skin.shadowdom.min.css                                                       | CSS        |          1 |          0 |          1 |          2 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\skins\ui\tinymce-5-dark\content.inline.min.css                                              | CSS        |          1 |          0 |          1 |          2 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\skins\ui\tinymce-5-dark\content.min.css                                                     | CSS        |          1 |          0 |          1 |          2 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\skins\ui\tinymce-5-dark\skin.min.css                                                        | CSS        |          1 |          0 |          1 |          2 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\skins\ui\tinymce-5-dark\skin.shadowdom.min.css                                              | CSS        |          1 |          0 |          1 |          2 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\skins\ui\tinymce-5\content.inline.min.css                                                   | CSS        |          1 |          0 |          1 |          2 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\skins\ui\tinymce-5\content.min.css                                                          | CSS        |          1 |          0 |          1 |          2 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\skins\ui\tinymce-5\skin.min.css                                                             | CSS        |          1 |          0 |          1 |          2 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend2\src\assets\common\tinymce\js\tinymce\skins\ui\tinymce-5\skin.shadowdom.min.css                                                   | CSS        |          1 |          0 |          1 |          2 |
